,confidence,idx,peak
"ws=202, orig_mp_novelty",1.3167897416030896,35827.0,4.764307970497557
"ws=183, orig_mp_novelty",1.2119869110180315,35819.0,5.455935115202257
"ws=269, orig_mp_novelty",1.195281118530175,57081.0,4.2617815824240575
"ws=296, orig_mp_novelty",1.180082392453083,57049.0,4.540515478172287
"ws=767, orig_mp_novelty",1.1739027462488731,35701.0,10.427729333686452
"ws=697, orig_mp_novelty",1.1410467034591223,35696.0,9.595145935431352
"ws=167, orig_mp_novelty",1.13639052411303,35814.0,5.967293644313695
"ws=151, orig_mp_novelty",1.1260897203498847,35812.0,6.80749558805857
"ws=634, orig_mp_novelty",1.1188770342991248,35721.0,8.809174771298265
"ws=244, orig_mp_novelty",1.1123028433552242,57081.0,4.026885974376576
"ws=138, orig_mp_novelty",1.1088409854710017,35812.0,7.56234611190612
"ws=325, orig_mp_novelty",1.1052305714193889,57081.0,4.903398444635232
"ws=85, acc_p2p",1.102891809524253,39793.0,2122.6709843529848
"ws=77, acc_p2p",1.102805143759095,39793.0,2122.2527593506566
"ws=70, acc_p2p",1.102713038880863,39793.0,2121.808395285736
"ws=64, acc_p2p",1.1026180314333414,39793.0,2121.3501448437555
"ws=94, acc_p2p",1.102614579583661,39793.0,2123.0563964894795
"ws=58, acc_p2p",1.1025033344106894,39793.0,2120.797083965532
"ws=53, acc_p2p",1.1023878797245232,39793.0,2120.2405447169695
"ws=103, acc_p2p",1.1023642110123306,39793.0,2123.374455048548
"ws=48, acc_p2p",1.1022483233727853,39793.0,2119.568059791611
"ws=114, acc_p2p",1.102170673584614,39792.0,2123.807897368462
"ws=125, acc_p2p",1.101957889478254,39792.0,2124.062085600046
"ws=138, acc_p2p",1.1017502799776204,39792.0,2124.310245652199
"ws=151, acc_p2p",1.101578513656421,39792.0,2124.515676158965
"ws=44, acc_p2p",1.1014105666362082,39792.0,2117.5680113635776
"ws=167, acc_p2p",1.1014039089282897,39792.0,2124.72460778442
"ws=183, acc_p2p",1.1012599036921955,39792.0,2124.897004918011
"ws=40, acc_p2p",1.1011785699731766,39792.0,2116.6551724999763
"ws=202, acc_p2p",1.101118586611741,39792.0,2125.066254950606
"ws=222, acc_p2p",1.1009960120124642,39792.0,2125.2131148648514
"ws=244, acc_p2p",1.1008844272215568,39792.0,2125.3468536885307
"ws=296, acc_p2p",1.10080591625039,39793.0,2125.8141445945894
"ws=269, acc_p2p",1.1007798144326675,39792.0,2125.472276208195
"ws=325, acc_p2p",1.1007125154178405,39793.0,2125.8928689231134
"ws=358, acc_p2p",1.10062465917158,39793.0,2125.966937430166
"ws=393, acc_p2p",1.1005476177849636,39793.0,2126.0319022901176
"ws=433, acc_p2p",1.0994203228495425,39793.0,2126.0932877598284
"ws=576, orig_mp_novelty",1.0992120419060938,35723.0,8.120656458818468
"ws=77, orig_mp_novelty",1.0931934500662674,35488.0,8.853265028834054
"ws=476, acc_p2p",1.092637019586634,39793.0,2126.147770588249
"ws=85, orig_mp_novelty",1.0873055839595016,35482.0,8.951768791072425
"ws=524, acc_p2p",1.086593911899219,39793.0,2126.4285196431597
"ws=40, diff_small",1.0823244552058098,64169.0,0.2793749999999973
"ws=576, acc_p2p",1.0814492902659882,39793.0,2126.4527032864376
"ws=138, diff_small",1.0797855566067653,64165.0,0.1797941608905722
"ws=222, orig_mp_novelty",1.0774094433038104,35833.0,4.087187295653649
"ws=151, diff_small",1.0770266630756806,64165.0,0.17538704442787528
