,confidence,idx,peak
"ws=85, orig_mp_outlier",1.9808769452884059,11173.0,5.639312671813855
"ws=77, orig_mp_outlier",1.873164392145188,11172.0,5.698706809527878
"ws=94, orig_mp_outlier",1.8593319768813192,11179.0,5.725553348999767
"ws=85, acc_std",1.8345080198238104,11162.0,70.74951234624398
"ws=94, acc_std",1.783372531410238,11162.0,69.41112129650992
"ws=77, acc_std",1.7797571212323837,11146.0,72.09130016792982
"ws=70, orig_mp_outlier",1.7376075723771793,11172.0,5.863878339538556
"ws=103, acc_std",1.735584775447874,11162.0,67.89649941304454
"ws=70, acc_std",1.7299998308513453,11146.0,73.47723194991293
"ws=114, acc_std",1.6911583624405733,11162.0,66.02451327562673
"ws=64, acc_std",1.6766407044486886,11142.0,74.45974502266577
"ws=103, orig_mp_outlier",1.6746425854669935,11179.0,5.806170899907748
"ws=125, acc_std",1.656538716013745,11162.0,64.18053471585762
"ws=58, acc_std",1.6334931322220494,11142.0,76.18910078438999
"ws=138, acc_std",1.6248948103487213,11162.0,62.122086636735084
"ws=151, acc_std",1.6152186606310377,11146.0,60.76924879491363
"ws=64, orig_mp_outlier",1.6118702022252178,11172.0,6.026183245126488
"ws=167, acc_std",1.5949155285448386,11146.0,59.12121773366249
"ws=53, acc_std",1.5936709431025868,11142.0,77.74678558515164
"ws=40, orig_mp_outlier",1.5743336529928822,11192.0,6.295531182937669
"ws=183, acc_std",1.5521014034876401,11146.0,57.49389694444018
"ws=48, acc_std",1.5468631402780688,11142.0,79.28406516024698
"ws=64, orig_mp_novelty",1.5448330752763568,11179.0,6.186394564564242
"ws=58, orig_mp_outlier",1.5394381819299745,11178.0,6.234534445856943
"ws=44, orig_mp_outlier",1.5290977230054326,11188.0,6.2784260068096165
"ws=202, acc_std",1.5160695395121586,11157.0,55.814955058749824
"ws=48, orig_mp_outlier",1.5106031854888677,11184.0,6.247164814150067
"ws=58, orig_p2p_inv",1.506056680053521,37227.0,3.8766150216343402
"ws=44, acc_std",1.5040901537420373,11142.0,80.51214039127295
"ws=114, orig_mp_outlier",1.4938979153213479,11179.0,5.9625454216595
"ws=70, orig_mp_novelty",1.4909528264645575,11179.0,6.021966530526266
"ws=222, acc_std",1.4907487294446484,11158.0,54.27794056120855
"ws=53, orig_mp_outlier",1.4807418856716446,11179.0,6.3362603374405095
"ws=244, acc_std",1.4658104302288286,11146.0,52.77960010031015
"ws=40, acc_std",1.4552269591224545,11141.0,81.69543705262332
"ws=58, orig_mp_novelty",1.4411115825643044,11178.0,6.378086781176608
"ws=40, orig_mp_novelty",1.4332383177614616,11192.0,6.535848067836168
"ws=269, acc_std",1.4278420513736128,11146.0,51.26723420065047
"ws=44, orig_mp_novelty",1.397485975550023,11188.0,6.491400182782244
"ws=296, acc_std",1.3963148302005488,11161.0,49.77558469310352
"ws=64, orig_p2p_inv",1.3958581719479086,37234.0,2.892432262438898
"ws=325, acc_std",1.3711962012379415,11161.0,48.46033394977108
"ws=48, orig_mp_novelty",1.3650427767458153,11184.0,6.440843411653251
"ws=77, orig_mp_novelty",1.3586329742488672,11179.0,5.904844002144412
"ws=125, orig_mp_outlier",1.3554803656758196,11172.0,6.245412263283596
"ws=358, acc_std",1.3405647945539034,11148.0,47.158469715936384
"ws=53, orig_mp_novelty",1.3336175370124053,11179.0,6.4847361520433155
"ws=53, orig_p2p_inv",1.3312600954824705,37225.0,4.818802336027684
"ws=70, acc_std_inv",1.3194706434809131,37216.0,3.9211837562205143
"ws=393, acc_std",1.3178549929997592,11171.0,45.98204036791213
"ws=85, orig_mp_novelty",1.3074965614243315,11179.0,5.893180261187613
"ws=77, acc_std_inv",1.3044187479757783,37216.0,3.089367693526055
"ws=433, acc_std",1.2912224957201686,11171.0,44.85032699553991
"ws=476, acc_std",1.2733257914654248,11149.0,43.82587758047826
"ws=524, acc_std",1.262572306316683,11172.0,42.94960536256067
"ws=64, acc_std_inv",1.2567109723784404,37215.0,4.751575802379871
"ws=576, acc_std",1.2460370217606054,11154.0,42.02582423810427
"ws=138, orig_mp_outlier",1.2397189520489027,11176.0,6.58845923125574
"ws=70, orig_p2p_inv",1.23814019444197,37241.0,2.2086851977083235
"ws=634, acc_std",1.232716202716202,11171.0,41.19075332552492
"ws=94, orig_mp_novelty",1.2210181936583124,11180.0,6.036046751528216
"ws=85, acc_std_inv",1.2133776030502441,37217.0,2.462642034492543
"ws=697, acc_std",1.2116939157783393,11171.0,40.30364670354167
"ws=697, orig_p2p_inv",1.2045677432355169,29910.0,1.6039193729018952
"ws=767, orig_p2p_inv",1.2027051743213255,29941.0,1.5204187091500725
"ws=767, high_fft",1.1973439000360744,5875.0,47.456569892517976
"ws=767, acc_std",1.188811206894704,11159.0,39.385283727782166
"ws=58, acc_std_inv",1.1870217097167217,37215.0,5.6287923677046665
"ws=634, orig_p2p_inv",1.1826141256214766,29883.0,1.6650417236643988
"ws=94, acc_std_inv",1.161905320682675,37220.0,2.0988862667842825
"ws=767, low_fft",1.1563669685600413,5875.0,46.58875221054524
"ws=48, orig_p2p_inv",1.153804414991542,37223.0,5.873346532161041
"ws=358, orig_mp_outlier",1.138766698713355,31544.0,17.34822656545275
"ws=103, acc_std_inv",1.1330797385084241,37225.0,1.8519118790520979
"ws=325, orig_mp_outlier",1.1278009472028374,31484.0,15.796616805028219
"ws=576, orig_p2p_inv",1.1233182932286878,29857.0,1.6938856752309053
"ws=151, orig_mp_outlier",1.1139083365649785,11178.0,6.883678224890138
"ws=77, orig_p2p_inv",1.1119682726647266,37250.0,1.770443223369816
"ws=53, acc_std_inv",1.1101194757361155,37214.0,6.232026310110406
"ws=114, acc_std_inv",1.1071704929233528,37231.0,1.625258409567639
"ws=393, orig_mp_outlier",1.1059697930273067,31550.0,18.860728746999772
"ws=634, orig_mp_outlier",1.1042854481690292,11178.0,25.418224503299513
"ws=634, orig_mp_novelty",1.0955743456129892,11149.0,27.58427374118285
"ws=576, orig_mp_outlier",1.0954235305281395,11236.0,23.465367127488665
"ws=114, diff_small",1.0916299559471176,6734.0,0.19067405355494038
"ws=697, orig_mp_outlier",1.088193411219505,11143.0,26.27252661528094
"ws=125, diff_small",1.0881688018085953,6736.0,0.18483199999999966
"ws=103, diff_small",1.082262210796922,6733.0,0.19841643887265661
"ws=125, acc_std_inv",1.0796478406992467,37237.0,1.4651032560998647
"ws=697, orig_mp_novelty",1.078942645370497,11141.0,28.244177957624675
"ws=576, orig_mp_novelty",1.0763388209810243,11167.0,25.682189778794246
"ws=138, diff_small",1.075007878978869,6740.0,0.1791115311909248
"ws=94, diff_small",1.0744868035190387,6733.0,0.2073336351290193
"ws=433, orig_mp_outlier",1.0682248885967658,31575.0,20.098226928195317
"ws=151, diff_small",1.064949006977976,6740.0,0.17402745493618796
"ws=167, diff_small",1.0587305172803338,6736.0,0.16805909139804356
"ws=183, diff_small",1.0546226597181871,6736.0,0.16315805189763652
"ws=244, orig_mp_outlier",1.0543536801286897,9260.0,11.256809234696496
"ws=202, diff_small",1.0528461914859066,6734.0,0.15819527497304234
"ws=767, diff_small",1.0522087774204294,6716.0,0.12401557737778654
"ws=697, diff_small",1.0521418812582743,6716.0,0.12523028597658775
"ws=167, orig_mp_outlier",1.0513718062945017,11195.0,7.295511899509024
"ws=524, diff_small",1.0510183029267053,6725.0,0.12987296777576915
"ws=85, diff_small",1.0507343124165451,6733.0,0.21785467128027705
"ws=576, diff_small",1.0504910227160076,6716.0,0.12767650462962912
"ws=524, orig_p2p_inv",1.0504465706634294,29842.0,1.6724820332000785
"ws=222, diff_small",1.0492098696978132,6736.0,0.15357925493060717
"ws=634, diff_small",1.04811628964889,6734.0,0.12610584243051431
"ws=476, diff_small",1.0464846632233602,6725.0,0.13145258103241322
"ws=269, orig_mp_outlier",1.0431394732159565,9260.0,12.41012275833371
"ws=138, acc_std_inv",1.041492260640379,37236.0,1.3424569856411104
"ws=244, diff_small",1.0403839400678832,6740.0,0.14928782585326544
"ws=296, diff_small",1.0390716313241282,6736.0,0.1420516800584392
"ws=325, diff_small",1.038925322614778,6726.0,0.1394840236686388
"ws=433, orig_p2p_inv",1.0385136271355169,20459.0,1.6554505271166522
"ws=476, orig_mp_outlier",1.0385019819968664,31547.0,20.46437355765279
"ws=103, orig_mp_novelty",1.0383187032620864,11180.0,6.1439090706306105
"ws=269, diff_small",1.0377935662127433,6764.0,0.14534072221224353
"ws=358, diff_small",1.037245381335868,6733.0,0.1366764458038158
"ws=433, diff_small",1.036534620505987,6725.0,0.13286112785283302
"ws=40, orig_p2p_inv",1.0353961053238885,18777.0,8.224628802373962
"ws=40, low_fft",1.0341675271070372,38096.0,230.4755930530485
"ws=433, orig_mp_novelty",1.0331871464941234,31589.0,24.64564987525342
"ws=393, diff_small",1.0327836181555399,6734.0,0.134212587974024
"ws=44, low_fft",1.0312692148257954,38101.0,216.0814844543849
"ws=44, acc_std_inv",1.0308202914592466,9650.0,6.867205437294825
"ws=151, orig_mp_novelty",1.0305364218509299,23991.0,10.264732561992862
"ws=48, low_fft",1.0301568666866687,38105.0,206.09064149765973
"ws=358, orig_mp_novelty",1.028175017876019,31661.0,22.226020902762457
"ws=77, diff_small",1.0273972602739934,6733.0,0.22769438353853877
"ws=767, orig_p2p",1.0270061624178746,34147.0,1039.679618252962
"ws=697, orig_p2p",1.0269950529049385,34147.0,1039.127535007033
"ws=634, orig_p2p",1.0269829436953613,34147.0,1038.526426072616
"ws=576, orig_p2p",1.0269694374656915,34147.0,1037.856771371554
"ws=393, orig_p2p_inv",1.0269593140247097,20392.0,1.6123397809603595
"ws=524, orig_p2p",1.0269547671404697,34147.0,1037.1303573091682
"ws=476, orig_p2p",1.0269383565576795,34147.0,1036.3189523319218
"ws=433, orig_p2p",1.0269205373316388,34147.0,1035.4393056351532
"ws=393, orig_p2p",1.026900424953761,34147.0,1034.4482130789183
"ws=269, orig_p2p",1.0264788832509641,34147.0,1028.5695085873751
"ws=244, orig_p2p",1.026412470450521,34147.0,1026.8679428688952
"ws=222, orig_p2p",1.0263414206768577,34147.0,1025.0535526126703
"ws=202, orig_p2p",1.0262631213054763,34147.0,1023.0611528713462
"ws=358, orig_p2p",1.0261823274092947,34147.0,1032.6981344134063
"ws=183, orig_p2p",1.0261725202876064,34147.0,1020.7649938252441
"ws=325, orig_p2p",1.0260863407712204,34147.0,1031.4310709230085
"ws=296, orig_p2p",1.025984081464441,34147.0,1030.0843619594286
"ws=167, orig_p2p",1.0258775497663375,34147.0,1018.2056588143937
"ws=151, orig_p2p",1.0257426319122596,34147.0,1015.3477906092663
"ws=138, orig_p2p",1.0256092672265948,34147.0,1012.5378124057952
"ws=393, orig_mp_novelty",1.025605531154949,31626.0,23.46434629721168
"ws=138, orig_mp_novelty",1.0254767059065104,23991.0,9.133846955069396
"ws=125, orig_p2p",1.0254472188639567,34147.0,1009.1433587359962
"ws=114, orig_p2p",1.0252801536163247,34147.0,1005.6664487017565
"ws=103, orig_p2p",1.0250759203099988,34147.0,1001.44689768932
"ws=94, orig_p2p",1.0248716402957045,34147.0,997.2599931063852
"ws=85, orig_p2p",1.0246219012687208,34147.0,992.1864499058514
"ws=53, low_fft",1.0244642797361438,38110.0,195.15631067594018
"ws=524, orig_mp_outlier",1.023483120574327,11171.0,21.695398936724594
"ws=222, orig_p2p_inv",1.0230912178004266,32513.0,1.5339284220930536
"ws=296, orig_mp_outlier",1.0229708891705516,9257.0,13.380329033789913
"ws=244, orig_p2p_inv",1.0227802471727652,32531.0,1.556326108756503
"ws=325, orig_mp_novelty",1.0224881929205147,31643.0,20.76177876301734
"ws=48, diff_small",1.0216718266253813,25386.0,0.2864583333333321
"ws=183, orig_mp_outlier",1.0209193896535653,12680.0,7.913502506382988
"ws=222, orig_mp_outlier",1.0195914650608486,9260.0,9.991349309788967
"ws=269, orig_p2p_inv",1.0195317732828364,32565.0,1.5723377227411304
"ws=64, high_fft",1.018950315115145,38095.0,177.19279868833635
"ws=269, low_fft",1.0188777623567278,27095.0,68.89821028789711
"ws=58, low_fft",1.0187036986809064,38094.0,186.2987358520602
"ws=85, high_fft",1.0186855023131827,19657.0,151.451007108507
"ws=77, high_fft",1.018334281158356,19652.0,159.20849639944328
"ws=296, low_fft",1.0182210212726817,27085.0,65.26300285403012
"ws=393, high_fft",1.0177590825863119,27099.0,54.63977970259517
"ws=44, diff_small",1.0176678445229685,25386.0,0.2975206611570259
"ws=53, diff_small",1.0172872340425456,25386.0,0.27233891064435567
"ws=393, low_fft",1.017092748458633,27099.0,55.16476983365913
"ws=44, orig_p2p_inv",1.01708616939039,37222.0,6.677733644607957
"ws=767, orig_mp_novelty",1.0168823685739015,11108.0,28.102627104693205
"ws=58, high_fft",1.0164881151958247,38094.0,186.55015319933983
"ws=167, orig_mp_novelty",1.0164822499540103,23991.0,11.572519708819751
"ws=94, high_fft",1.0161142259180895,19664.0,141.83326478894818
"ws=202, high_fft",1.0160644405797385,31261.0,82.61034618030531
"ws=64, low_fft",1.015942612261621,38095.0,176.40682072050595
"ws=40, high_fft",1.0157775168441987,38096.0,230.23878604238166
"ws=222, orig_mp_novelty",1.0154909331775959,31704.0,15.48270824658187
"ws=202, orig_p2p_inv",1.0152756129380782,32510.0,1.5088595293939213
"ws=48, high_fft",1.015030898447406,38094.0,205.02530466054466
"ws=114, high_fft",1.0148134831830398,19683.0,120.52279520225605
"ws=325, low_fft",1.0147706846233846,27143.0,61.491125964733094
"ws=151, low_fft",1.0146691857247652,26977.0,100.16842107503146
"ws=634, high_fft",1.0145368258123348,27171.0,43.07385737521103
"ws=77, orig_p2p",1.014351063324133,34147.0,986.6591666233597
"ws=44, high_fft",1.0138816863580276,38101.0,215.27730295871322
"ws=85, orig_p2p_inv",1.0137683508456594,37260.0,1.4834813896078887
"ws=476, orig_p2p_inv",1.013653105554255,20483.0,1.6486211328067928
"ws=183, low_fft",1.013372556689541,27002.0,87.80848301323105
"ws=524, orig_mp_novelty",1.0133536411456339,12350.0,24.044557097363025
"ws=476, orig_mp_novelty",1.0131456947568205,31572.0,23.84395125929058
"ws=77, low_fft",1.013057234545047,19651.0,158.5114617087389
"ws=476, high_fft",1.0130476687078778,27096.0,49.26658177123674
"ws=85, low_fft",1.012951993874345,19656.0,150.61893473117584
"ws=167, low_fft",1.0128225264013544,26997.0,93.45853432040954
"ws=576, low_fft",1.012428298356179,31475.0,45.546990677562206
"ws=202, orig_mp_outlier",1.01229993972976,12662.0,8.884636893405721
"ws=476, low_fft",1.0121596299108215,27182.0,49.80445524787749
"ws=103, high_fft",1.011891768181815,19671.0,131.93326716768874
"ws=296, orig_mp_novelty",1.011760270295045,31621.0,19.40315917303191
"ws=58, diff_small",1.011534025374843,25391.0,0.26070154577883015
"ws=53, high_fft",1.0112642472776547,38094.0,194.82286431941765
"ws=64, orig_p2p",1.011105858526033,34147.0,968.4737962984383
"ws=183, orig_mp_novelty",1.0109712428648376,24022.0,12.832888923505578
"ws=202, low_fft",1.010926665835116,31261.0,82.2677135675639
"ws=634, acc_std_inv",1.0108983527965965,23211.0,1.0171399229983913
