,confidence,idx,peak
"ws=40, acc_std",5.59943387846389,4494.0,4.808694363376266
"ws=393, acc_p2p",5.149711851941249,4492.0,19.34513696692071
"ws=433, acc_p2p",5.123904480016084,4492.0,19.345194614318245
"ws=44, acc_std",5.119464888950472,4495.0,4.633592294987368
"ws=476, acc_p2p",5.097201140106695,4492.0,19.345245779411414
"ws=524, acc_p2p",5.072815128436342,4492.0,19.345292975190535
"ws=576, acc_p2p",5.051180647798678,4492.0,19.345335227430766
"ws=634, acc_p2p",5.031399517740778,4492.0,19.345374178233456
"ws=697, acc_p2p",5.013938172316917,4492.0,19.34540914203749
"ws=358, acc_p2p",4.920000170471095,4492.0,19.345075958100242
"ws=767, acc_p2p",4.869598703250652,4490.0,18.844890071006134
"ws=325, acc_p2p",4.549343872655259,4492.0,19.34500639999975
"ws=40, acc_p2p",4.522809686055918,4492.0,19.339629875000064
"ws=64, acc_p2p",4.520779135634858,4492.0,19.341929046875155
"ws=70, acc_p2p",4.520489245215624,4492.0,19.34225750000017
"ws=44, acc_p2p",4.52024462330958,4492.0,19.34018725000006
"ws=77, acc_p2p",4.520208184257701,4492.0,19.342576000000225
"ws=85, acc_p2p",4.519943696675718,4492.0,19.342875764706076
"ws=94, acc_p2p",4.519699994773889,4492.0,19.34315201063841
"ws=103, acc_p2p",4.51949890658653,4492.0,19.343379980582597
"ws=114, acc_p2p",4.519296273357052,4492.0,19.34360972807028
"ws=125, acc_p2p",4.519129320847053,4492.0,19.343799040000114
"ws=138, acc_p2p",4.518966342736715,4492.0,19.343983862318915
"ws=151, acc_p2p",4.518831438331509,4492.0,19.34413686092717
"ws=167, acc_p2p",4.51869424522255,4492.0,19.344292467065824
"ws=183, acc_p2p",4.518581050099772,4492.0,19.34442086338794
"ws=202, acc_p2p",4.518469928326647,4492.0,19.34454691584165
"ws=222, acc_p2p",4.518373512475533,4492.0,19.34465629279285
"ws=244, acc_p2p",4.518285715355569,4492.0,19.344755897540935
"ws=269, acc_p2p",4.511230348934851,4492.0,19.344849308550074
"ws=58, acc_p2p",4.508124906443905,4492.0,19.341532637931177
"ws=296, acc_p2p",4.504038694507229,4492.0,19.344932469594426
"ws=53, acc_p2p",4.454626791453287,4492.0,19.341133735849137
"ws=48, acc_p2p",4.452388730949888,4492.0,19.340651729166705
"ws=138, acc_std",4.41768182038376,4503.0,3.257737618325196
"ws=151, acc_std",4.416494218537855,4503.0,3.1437770866436345
"ws=125, acc_std",4.394231111100636,4503.0,3.3850490395584947
"ws=167, acc_std",4.388959397297465,4503.0,3.0185629038702713
"ws=114, acc_std",4.346995715951816,4503.0,3.504365929891732
"ws=183, acc_std",4.34312379634962,4503.0,2.9072459189994317
"ws=103, acc_std",4.292861558622839,4503.0,3.6361855551957887
"ws=202, acc_std",4.284223938736388,4503.0,2.789930562193534
"ws=222, acc_std",4.225623770026317,4503.0,2.681416178311868
"ws=94, acc_std",4.208051003998133,4503.0,3.7541604943245006
"ws=244, acc_std",4.147512923207476,4503.0,2.575842474374138
"ws=85, acc_std",4.0918338799443665,4503.0,3.8820345779438283
"ws=269, acc_std",4.03923311939996,4503.0,2.4701499341578472
"ws=77, acc_std",3.962411423454162,4503.0,4.006613128814364
"ws=296, acc_std",3.9516459380332796,4503.0,2.3701673473956775
"ws=58, acc_std",3.8965738915258754,4501.0,4.337296283678766
"ws=64, acc_std",3.8553728234612428,4502.0,4.229365345592793
"ws=325, acc_std",3.8478085067007286,4503.0,2.275777840104597
"ws=70, acc_std",3.8278570382081596,4503.0,4.123724802826268
"ws=48, acc_std",3.7756811166863873,4500.0,4.520472473400386
"ws=358, acc_std",3.7504528996096314,4503.0,2.1818707248029137
"ws=53, acc_std",3.7467081038957546,4501.0,4.426852176899133
"ws=393, acc_std",3.6435791106600535,4503.0,2.094883361917928
"ws=433, acc_std",3.5126384215838433,4503.0,2.008276571157184
"ws=476, acc_std",3.3821349390259425,4503.0,1.9270940418753595
"ws=524, acc_std",3.309636408028989,4503.0,1.8482469787663078
"ws=576, acc_std",3.2063122964556694,4503.0,1.7741512486495883
"ws=634, acc_std",3.0979705353311826,4503.0,1.7022193564003631
"ws=697, acc_std",2.9894319212589293,4503.0,1.6343231344823308
"ws=40, diff_p2p",2.9200591258883715,4491.0,9.694104924999989
"ws=767, acc_std",2.8403630862475207,4492.0,1.5242290508521479
"ws=77, diff_p2p",2.639858133768996,4507.0,10.83229968831173
"ws=85, diff_p2p",2.6261805743270075,4507.0,10.949349035294135
"ws=70, diff_p2p",2.6141071215214557,4507.0,10.707934757142928
"ws=94, diff_p2p",2.6139536783714252,4507.0,11.057214989361734
"ws=103, diff_p2p",2.6041249929368586,4507.0,11.146230582524277
"ws=114, diff_p2p",2.594449962093462,4507.0,11.23594025438599
"ws=125, diff_p2p",2.5687357489740945,4507.0,11.309861024000066
"ws=138, diff_p2p",2.5200627059102976,4507.0,11.382028731884096
"ws=697, diff_p2p",2.4908152841698525,4507.0,11.938558760401573
"ws=634, diff_p2p",2.4885321785678802,4507.0,11.924906417981024
"ws=576, diff_p2p",2.4859875034887056,4507.0,11.909697269097135
"ws=524, diff_p2p",2.483225686591378,4507.0,11.89319900572499
"ws=476, diff_p2p",2.4801389407143866,4507.0,11.874770434874023
"ws=767, diff_p2p",2.477824529472522,4490.0,11.613765601176521
"ws=433, diff_p2p",2.4767904483990155,4507.0,11.854791963048472
"ws=151, diff_p2p",2.4755967927647116,4507.0,11.441770211920437
"ws=393, diff_p2p",2.473015050835388,4507.0,11.832282340966788
"ws=64, diff_p2p",2.470610421151142,4507.0,10.579683421875082
"ws=325, diff_p2p",2.470139537099936,4507.0,11.781299778461483
"ws=358, diff_p2p",2.4700687132170125,4507.0,11.808460181564133
"ws=296, diff_p2p",2.4662412042691586,4507.0,11.75243211824323
"ws=269, diff_p2p",2.4614317029075483,4507.0,11.719960163569
"ws=244, diff_p2p",2.4560200510142165,4507.0,11.683485897540885
"ws=222, diff_p2p",2.4502386347518534,4507.0,11.644593157657631
"ws=167, diff_p2p",2.4460133344966106,4507.0,11.502529856287342
"ws=202, diff_p2p",2.443876961840576,4507.0,11.60188465841581
"ws=183, diff_p2p",2.4365284048620492,4507.0,11.552664863387916
"ws=58, diff_p2p",2.3146874607695067,4507.0,10.424897327586255
"ws=53, diff_p2p",2.1786308337657614,4507.0,10.269137735849057
"ws=48, diff_p2p",2.035750574503661,4507.0,10.08092822916665
"ws=44, diff_p2p",1.9046331841688182,4507.0,9.897531659090909
"ws=114, orig_mp_novelty",1.3095210626537914,4575.0,1.9906736402458742
"ws=70, orig_mp_outlier",1.2927157884432485,5712.0,3.82786097849328
"ws=576, acc_std_inv",1.2754888974354628,3658.0,0.9711016640036334
"ws=125, orig_mp_novelty",1.2453081312182037,4571.0,1.8478101531845794
"ws=64, orig_mp_outlier",1.2136115969418337,5716.0,4.2417392646635035
"ws=767, orig_mp_outlier",1.2097246027713382,3665.0,4.5989558846794765
"ws=103, orig_mp_outlier",1.201282664080575,4580.0,2.0727316602135435
"ws=77, orig_mp_outlier",1.195669065358882,5710.0,3.2087490910765784
"ws=114, orig_mp_outlier",1.1825842959711186,4575.0,1.9161216487066837
"ws=138, orig_mp_novelty",1.1769578635809423,4563.0,1.7300410781444118
"ws=103, orig_mp_novelty",1.1488709438344706,4580.0,2.1757295434581647
"ws=138, orig_mp_outlier",1.143270590037441,4563.0,1.6821991862901524
"ws=125, orig_mp_outlier",1.143221083902803,4570.0,1.7885436425987447
"ws=70, orig_mp_novelty",1.1393220631590326,5711.0,3.8864097085374265
"ws=524, acc_std_inv",1.1366463470353518,3541.0,0.9922352693393381
"ws=151, orig_mp_novelty",1.1333771128462933,4555.0,1.6803562290821261
"ws=202, orig_mp_novelty",1.1290591050799654,4307.0,1.9356209541715645
"ws=58, orig_mp_outlier",1.1262097633168484,5716.0,4.517630955141581
"ws=358, orig_mp_outlier",1.124399109721439,5494.0,3.0089868177266093
"ws=634, orig_mp_outlier",1.1200284825763929,3525.0,4.0453732266943785
"ws=94, orig_mp_outlier",1.1179907541514305,4585.0,2.2030113170380887
"ws=151, orig_mp_outlier",1.1165695400828142,4555.0,1.63901020497659
"ws=325, orig_mp_novelty",1.1110747304301656,5582.0,3.1933411910335745
"ws=393, orig_mp_outlier",1.1105310528712207,5499.0,3.199860733723835
"ws=222, orig_mp_novelty",1.1083665300145567,4307.0,2.1294839679517277
"ws=58, diff_small",1.102244389027432,5886.0,0.26278240190249863
"ws=325, orig_mp_outlier",1.100653740164211,5413.0,2.75043688155344
"ws=167, orig_mp_outlier",1.1005246302880514,4547.0,1.6547191485874182
"ws=40, low_fft",1.0955137076213444,7285.0,9.838160601377256
"ws=576, orig_mp_outlier",1.094622417561494,3573.0,3.7796905167682393
"ws=53, diff_small",1.0920863309352566,5886.0,0.2702029191883258
"ws=167, orig_mp_novelty",1.0915665746512775,4547.0,1.6832449101755629
"ws=183, orig_mp_outlier",1.0884818443935766,4541.0,1.6993384439779982
"ws=358, orig_mp_novelty",1.088182692545858,5512.0,3.3927790544443943
"ws=697, orig_mp_outlier",1.085582841653769,3762.0,4.320588937623161
"ws=476, orig_p2p_inv",1.0850030133591904,4820.0,0.8726136075523084
"ws=64, diff_small",1.0849947534102833,5886.0,0.25244140625
"ws=64, orig_mp_novelty",1.0809738634312704,5716.0,4.320071223043399
"ws=296, orig_mp_novelty",1.08026600699631,5564.0,2.8483100636654366
"ws=433, orig_p2p_inv",1.0781422539228616,4794.0,0.9107479581125156
"ws=524, orig_p2p_inv",1.076680713276691,4849.0,0.830347665222696
"ws=476, orig_mp_novelty",1.0741238292909705,5494.0,4.471804985055501
"ws=393, orig_mp_novelty",1.0718304842274906,5475.0,3.6806849646365336
"ws=48, orig_mp_novelty",1.071006101201509,6812.0,4.812094022648379
"ws=48, diff_small",1.0701168614357248,5886.0,0.2782118055555556
"ws=44, orig_mp_novelty",1.0691805615326173,6812.0,4.833410428284791
"ws=576, orig_mp_novelty",1.0683798925984738,4305.0,4.688407358564114
"ws=576, orig_p2p_inv",1.0660807119721538,4880.0,0.7857665076008788
"ws=393, diff_small",1.0657403339191587,5883.0,0.12564017895875082
"ws=85, orig_mp_novelty",1.0655750231039018,6631.0,2.794617917034902
"ws=70, diff_small",1.064748201438852,5886.0,0.2416326530612251
"ws=53, orig_mp_outlier",1.0603153352386483,5717.0,4.508422313276812
"ws=576, diff_small",1.0597563846063232,4636.0,0.10856421199845784
"ws=634, diff_small",1.0575962386129871,4624.0,0.10744459592592188
"ws=524, orig_mp_novelty",1.057396212991434,5403.0,4.704155147957763
"ws=202, orig_mp_outlier",1.0553096812934573,4552.0,1.764581503078353
"ws=634, orig_p2p_inv",1.055253839838602,4926.0,0.7380317359269842
"ws=44, diff_small",1.0550284629981073,5893.0,0.28719008264462936
"ws=40, diff_small",1.0549450549450523,5893.0,0.30000000000000016
"ws=167, orig_p2p_inv",1.0546488930835545,5702.0,1.1339557021849491
"ws=296, orig_mp_outlier",1.0545962649603484,5414.0,2.4921948831677994
"ws=524, diff_small",1.0542497376705193,4648.0,0.10977288619544345
"ws=433, orig_mp_outlier",1.0529731376025186,5343.0,3.241561110891361
"ws=183, orig_p2p_inv",1.052098589819749,5713.0,1.117180109971125
"ws=476, acc_std_inv",1.0518310167607168,3483.0,1.0109244972406248
"ws=697, diff_small",1.051262120034375,4636.0,0.10578643046958994
"ws=48, orig_mp_outlier",1.0496003979980315,6811.0,4.425026448425858
"ws=103, orig_p2p_inv",1.0481463426738253,5588.0,1.2692136148551818
"ws=433, orig_mp_novelty",1.0459417343287725,5494.0,4.051482845035738
"ws=58, orig_p2p_inv",1.0451607866322674,5740.0,3.03285356483939
"ws=64, orig_p2p_inv",1.0443862750515216,5743.0,2.423336117742524
"ws=53, orig_p2p_inv",1.0435835968010296,5738.0,3.6769014663790633
"ws=114, orig_p2p_inv",1.0427947280480272,5597.0,1.1996268406191581
"ws=767, diff_small",1.0422355166947999,4431.0,0.10394380993015415
